Index,id,title,lon,lat,state,city,county,neighborhood,description,price,baths,beds,num_of_units,sqft,lot_size,days_on_market,year_built,tax,tax_history,videos,virtual_tours,parking_spots,parking_type,walkscore,mls_id,image,extra_images,zipcode,address,type,property_type,property_sub_type,status,listhub_key,broker_name,broker_number,broker_url,source,mls_name,original_source,architecture_style,has_pool,is_water_front,heating_system,cooling_system,view_type,schools,parcel_number,neighborhood_id,url,disclaimer,listing_date,modification_timestamp,created_at,updated_at
0,2907266,"Single Family Residence - Westchester, CA",-118.3866806,33.95656967,CA,Los Angeles,LOS ANGELES,Westchester,"Well appointed spacious 4 bedroom/2 bathroom home in the highly sort after Westchester. This home offers plenty of natural light with a
flowing floor plan. Spacious kitchen with stainless steel appliances, inside large laundry room with plenty of cabinets for storage, plus a
large bonus room that can be used as an entertainment room or office. Inside the gate, a long driveway that leads to a detached 2-car
garage. A secluded yard in the back and side for entertainment, is but a slight taste of what this home has to offer....the rest of this beauty
is for your discovery. Within close proximity to LAX, LMU, shopping and entertainment. This is a MUST SEE!!",5000,2,4,,1637,5817,37,1942,,,,,2,Driveway,,SB20223049,http://photos.listhub.net/MRMLSCA/SB20223049/1?lm=20201105T052335,"http://photos.listhub.net/MRMLSCA/SB20223049/1?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/2?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/3?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/4?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/5?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/6?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/7?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/8?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/9?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/10?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/11?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/12?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/13?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/14?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/15?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/16?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/17?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/18?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/19?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/20?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/21?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/22?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/23?lm=20201105T052335,http://photos.listhub.net/MRMLSCA/SB20223049/24?lm=20201105T052335",90045,8845 Glider Avenue,single_home,Rental,Single Family Detached,rented,3yd-MRMLSCA-SB20223049,Douglas Elliman Real Estate,(424) 202-5004,https://elliman.com/california,Douglas Elliman Real Estate,"California Regional Multiple Listing Service, Inc",Listhub,Other,,,,,,"[{""category"":""Elementary"",""name"":null,""district"":""Other""},{""category"":""High"",""name"":null,""district"":""Other""},{""category"":""JuniorHigh"",""name"":null,""district"":""Other""},{""category"":""Middle"",""name"":null,""district"":""Other""}]",4123017014,7877,https://listings.listhub.net/pages/MRMLSCA/SB20223049/?channel=mashv,"Copyright Â© 2020 California Regional Multiple Listing Service, Inc. All rights reserved. All information provided by the listing agent/broker is deemed reliable but is not guaranteed and should be independently verified.",2020-10-14T00:00:00.000Z,2020-11-19T14:21:21.000Z,2017-10-16T01:45:06.000Z,2020-11-20T14:04:30.000Z
1,5289567,6701 W 86th Place,-118.4069977,33.95949936,CA,Los Angeles,,Westchester,"1 bedroom / 1 bath unit located in friendly 8 unit complex on a quiet street in Westchester. This apartment has plenty closet space in each room and plenty of cabinet space all around. The living room has vaulted ceilings and a skylight window. Second floor unit with lots of light. It also features a working gas fireplace. Appliances include refrigerator, dishwasher, and range. Coin operated washing machines are available on site. Unit includes 1 parking space in an enclosed garage with a storage cabinet as well. Plenty of street parking for guests. All windows and doors are double pane so it's nice and quiet. Great location - near LMU and the Westchester golf course. Close by- Playa del Rey, Marina del Rey, El Segundo, Manhattan Beach, Venice, Culver City. No pets and no smokers.",1475,1,1,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT4915725/0000_573232002_medium.jpg,,90045,"Los Angeles, CA 90045",apartment,,,out of market range,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6701-W-86th-Place-Los-Angeles-CA-90045--2kknvs45wyrua,,,,2018-07-05T05:48:16.000Z,2020-10-15T05:34:22.000Z
2,5289569,6504 W 86th Place,-118.4020004,33.95909882,CA,Los Angeles,,Westchester,"Available now Front unit with patio New kitchen granite counter top, sink, fixtures and flooring Gas stove Refrigerator Wash/dryer Upgraded bathroom New carpet and blinds Hardwood Floors Front unit with front patio One half of a 2 car garage and one car parking behind garage space No Pets Please Non-Smoking Water and trash paid by owner",1950,1,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT15681494/0000_449277936_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6504-W-86th-Place-Los-Angeles-CA-90045--4v976c5925du4,,,,2018-07-05T05:48:17.000Z,2020-10-15T05:34:23.000Z
3,5289570,6513 W 86th Place,-118.4020004,33.95949936,CA,Los Angeles,,Westchester,"Amenities: Hardwood Floors refrigerator stove washer and dryer hookups washer and dryer in unit Located in highly sought after Silicon-Beach adjacent Westchester, bright and sunny with lots of windows, newer airport-installed double-paned windows, updated bathroom. Two miles from the beach! Close to LMU , walking distance to Ralph's , Trader Joe's , Westchester Golf Course, LAX, and Playa Vista. No smoking. Zoned for Excellent Kentwood Elementary School and very close to Visitation Catholic School. Owner lives in back unit. One Year Lease $2175 per month $2175 Deposit. Tenant pay gas, electric, and trash. Please contact owner through email.",2175,1,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT14779247/0000_1114980848_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6513-W-86th-Place-Los-Angeles-CA-90045--191kkq6bwmk20,,,,2018-07-05T05:48:17.000Z,2020-10-15T05:34:22.000Z
4,5289571,6338 W 79th Street,-118.3980026,33.96910095,CA,Los Angeles,,Westchester,"Mid-Century Modern Stunner! Front unit in 3-unit building. 1-car Parking included. 2 bedroom, 1 baths. Updated kitchen and baths. Huge living room with Wood Burning Fireplace and a glass wall with sliding door leading to fantastic enclosed brick patio. This is California indoor-outdoor living at its best. Patio has retractable sun awning and a lovely garden. Second bedroom has another smaller patio. All appliances included with this unit. Gas forced-air heat. One car garage, plus additional workshop in the back. Weekly gardener included. Do not disturb current tenants please. Tenant pays *all utilities including trash* landlord only pays for water. *Non smoking.* *No pets.* Security required. Tenant must fill out an application in person and provide an electronic or hard copy of their own credit report. Close to LAX (not noisy), 405, Trader Joes, Silicon Beach, Bed Bath, Bristol Farms, You Tube Space LA, Facebook, Google, Yahoo, LMU, Otis, YMCA, hiking trails. Availabl ... (show more) e now.",2650,1,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/WestsideRentals/1128247/0000_805815281_medium.jpg,,90045,"Los Angeles, CA 90045",apartment,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6338-W-79th-Street-Los-Angeles-CA-90045--3aa4v7n1ccjm7,,,,2018-07-05T05:48:17.000Z,2020-10-15T05:34:22.000Z
5,5289572,7601 El Manor Avenue,-118.4000015,33.97380066,CA,Los Angeles,,Westchester,"Cozy 3 bedroom, 1.5 bathroom home in Prime Upper North Kentwood with open backyard and double garage. The house is available immediately for a short term lease, through the end of January. This is perfect for families between homes or who needs temporary housing. House includes washer and dryer and can include refrigerator at no extra cost. Property available immediately and is available through the end of January. Perfect for someone who is between houses or needs to vacate their home for a renovation.",3000,2,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/Postlets/RT15569544/0000_1384171200_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/7601-El-Manor-Avenue-Los-Angeles-CA-90045--21kbvy3g7bg1s,,,,2018-07-05T05:48:17.000Z,2020-10-15T05:34:22.000Z
6,5289573,6537 W 87th Street,-118.4029999,33.95880127,CA,Los Angeles,,Westchester,"Quiet & Safe, 3+1, Hardwood throughout, Fireplace, Patio, Yard, Huge Kitchen. EXCELLENT CONDITION, in WESTCHESTER. Close to virtually EVERYTHING. SHOPPING, DINNING, BEACHES, LMU, LAX, FREEWAYS, the HARBOR, PLAYA VISTA. Hardwood floors throughout. FIREPLACE in living room. A HUGE KITCHEN with a GAS RANGE. Covered PATIO. Lot's of WINDOWS and LIGHT. FLAGSTONE dining area. It's QUIET (DOUBLE PANE WINDOWS) and SAFE. Residential neighborhood. WASHER/DRYER in the garage. It has a FENCED YARD, FRUIT TREES and plenty of off street parking. All utilities are paid, except power and cable. THIS WILL RENT FAST! Will consider pets with a small increase in rent and security deposit. Ray or Janis @ 310-306-9005 ray.valentine,mgpm@gmail.com",3195,1,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/AppFolio/ad8b7dac-f981-449f-bca3-89f9de9f7ae9/0001_1278591397_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6537-W-87th-Street-Los-Angeles-CA-90045--3t1zsu8q3s2vz,,,,2018-07-05T05:48:18.000Z,2020-10-15T05:34:22.000Z
7,5289574,6570 W 84th Place,-118.4039993,33.96170044,CA,Los Angeles,,Westchester,"Newly renovated, 3 bdrm 1 bath house, stainless appliances, extra large private fenced yard Front unit 3-car Driveway parking. Newly renovated, spacious and bright 3 bdrm 1 bath house in very desirable Kentwood in Westchester. Located on a large corner lot, with lots of natural light throughout the home. Gorgeous refinished hardwood floors, new carpet in the bedrooms, new tile in the kitchen and bathroom. Stainless steel appliances in the kitchen. New exterior and interior paint throughout. Washerdryer hookup inside. Private, fenced back yard with a storage shed and patio. 3 car driveway parking plus plenty of street parking available. Guest house rear of large lot with private entrance, completely separated by a fence is owner occupied. Gas register heating. Non-smoking property.",3495,1,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/WestsideRentals/1226838/0000_363222773_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/6570-W-84th-Place-Los-Angeles-CA-90045--5cudpy02banfv,,,,2018-07-05T05:48:18.000Z,2020-10-15T05:34:22.000Z
8,5289575,8621 Yorktown Avenue,-118.3899994,33.95909882,CA,Los Angeles,,Westchester,"Remodeled 2 Bed OfficeDen 2 Bath House WD Patio Yard Freestanding unit 2-car Driveway parking. Spacious, bright 2 bdrm officeden 2 bath Westchester house. Newly remodeled bathroom, kitchen, and front porch. Stainless-steel appliances. Large corner lot with spacious back patio with an avocado tree.",3500,2,2,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/WestsideRentals/1029294/0000_973299942_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/8621-Yorktown-Avenue-Los-Angeles-CA-90045--30mhkms4ugdwg,,,,2018-07-05T05:48:18.000Z,2020-10-15T05:10:14.000Z
9,5289576,7520 Alverstone Avenue,-118.3970032,33.97309875,CA,Los Angeles,,Westchester,"Beautiful Kentwood 3 bedroom 1 bath house on tree lined street. Hardwood floors. Refrigerator, stove and microwave. Quartz countertops in eat-in kitchen. Bedroom has sliding glass door to backyard deck, multi -level backyard, perfect for entertaining. Mature fruit trees in backyard. Close to freeways, schools, LAX and shopping. Washer/dryer hookups inside. 2 car detached garage. Will consider pet.",3500,1,3,,,,,,,,,,,,,,http://photonet.hotpads.com/search/listingPhoto/HomeRentals/CA024136L/0000_427731467_medium.jpg,,90045,"Los Angeles, CA 90045",single_home,,,Active,,,,,,,,,,,,,,,,7877,http://hotpads.com/rentals/7520-Alverstone-Avenue-Los-Angeles-CA-90045--1tfh60dxaynjw,,,,2018-07-05T05:48:18.000Z,2020-10-15T05:10:14.000Z
